1	1	0
2	1	0
3	1	0
4	1	0
5	1	0
6	1	0
7	1	0
8	1	0
9	6	0
10	9	0
11	13	0
12	13	0
13	14	0
14	19	0
15	28	0
16	45	0
17	68	1
18	77	1
19	82	1
20	92	2
21	105	2
22	176	4
23	212	5
24	242	7
25	246	7
26	254	8
27	261	11
28	261	11
29	263	11
30	289	13
